Augment / magnitude,0,0.1,0.2,0.3,0.4,0.5,0.6,0.7,0.8
ColorJitter,0.0,2.16443588501215,3.767853649199009,5.134522697329521,6.156056402087212,6.9811498854160305,7.631807998538017,8.22494307422638,9.009105750083924
